Hourly measurement data supplied by UK-air on 06/12/2021
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"London Marylebone Road",,,,,,"London N. Kensington",,,,,,"London Westminster",,,
2021-01-03,13:00:00,24.54711,V ugm-3,17.30322,V ugm-3,6.4,V ugm-3 (TEOM FDMS),35.32389,V ugm-3,13.37892,V ugm-3,4.929,V ugm-3 (Ref.eq),25.66464,V ugm-3,8,V ugm-3 (BAM)
2021-01-03,14:00:00,27.74023,V ugm-3,13.59673,V ugm-3,6.8,V ugm-3 (TEOM FDMS),38.51701,V ugm-3,11.52595,V ugm-3,4.906,V ugm-3 (Ref.eq),21.68662,V ugm-3,10,V ugm-3 (BAM)
2021-01-03,15:00:00,25.99399,V ugm-3,16.09947,V ugm-3,6.7,V ugm-3 (TEOM FDMS),34.5755,V ugm-3,15.1155,V ugm-3,4.575,V ugm-3 (Ref.eq),21.85609,V ugm-3,7,V ugm-3 (BAM)
2021-01-03,16:00:00,17.91141,V ugm-3,25.80418,V ugm-3,2.7,V ugm-3 (TEOM FDMS),29.2869,V ugm-3,20.16194,V ugm-3,3.915,V ugm-3 (Ref.eq),23.66874,V ugm-3,5,V ugm-3 (BAM)
2021-01-03,17:00:00,17.3127,V ugm-3,24.86386,V ugm-3,6.7,V ugm-3 (TEOM FDMS),27.24131,V ugm-3,20.17904,V ugm-3,4.741,V ugm-3 (Ref.eq),26.39397,V ugm-3,7,V ugm-3 (BAM)
2021-01-03,18:00:00,26.5927,V ugm-3,19.72693,V ugm-3,6.7,V ugm-3 (TEOM FDMS),32.52991,V ugm-3,19.36964,V ugm-3,6.297,V ugm-3 (Ref.eq),22.87224,V ugm-3,8,V ugm-3 (BAM)
2021-01-03,19:00:00,20.75528,V ugm-3,22.87681,V ugm-3,5.2,V ugm-3 (TEOM FDMS),30.28475,V ugm-3,19.97637,V ugm-3,7.5,V ugm-3 (Ref.eq),27.07294,V ugm-3,12,V ugm-3 (BAM)
2021-01-03,20:00:00,20.80517,V ugm-3,23.4399,V ugm-3,8.8,V ugm-3 (TEOM FDMS),29.2869,V ugm-3,22.15812,V ugm-3,9.151,V ugm-3 (Ref.eq),25.88018,V ugm-3,12,V ugm-3 (BAM)
2021-01-03,21:00:00,19.15872,V ugm-3,24.88175,V ugm-3,10.2,V ugm-3 (TEOM FDMS),29.18711,V ugm-3,20.89171,V ugm-3,9.953,V ugm-3 (Ref.eq),27.75326,V ugm-3,12,V ugm-3 (BAM)
2021-01-03,22:00:00,23.89851,V ugm-3,17.48164,V ugm-3,10.1,V ugm-3 (TEOM FDMS),34.17636,V ugm-3,14.8074,V ugm-3,9.269,V ugm-3 (Ref.eq),25.93667,V ugm-3,14,V ugm-3 (BAM)
2021-01-03,23:00:00,26.24346,V ugm-3,15.33527,V ugm-3,6.2,V ugm-3 (TEOM FDMS),35.72303,V ugm-3,13.03144,V ugm-3,8.137,V ugm-3 (Ref.eq),21.0005,V ugm-3,13,V ugm-3 (BAM)
2021-01-03,24:00:00,27.64045,V ugm-3,12.65977,V ugm-3,8.7,V ugm-3 (TEOM FDMS),36.5712,V ugm-3,11.15391,V ugm-3,7.288,V ugm-3 (Ref.eq),18.10394,V ugm-3,8,V ugm-3 (BAM)



End
