"Date","PM25"
2020-01-31,3.91666666666667
2020-02-01,6.00416666666667
2020-02-02,7.70416666666667
2020-02-03,5.95416666666667
2020-02-04,6.15416666666667
2020-02-05,17.375
2020-02-06,21.1333333333333
2020-02-07,23.3041666666667
2020-02-08,7.2
2020-02-09,6.2
2020-02-10,4.39583333333333
2020-02-11,4.52083333333333
2020-02-12,4.58333333333333
2020-02-13,5.05652173913044
2020-02-14,8.75833333333333
2020-02-15,3.02608695652174
2020-02-16,1.50833333333333
2020-02-17,5.025
2020-02-18,4.8375
2020-02-19,6.36666666666667
2020-02-20,3.175
2020-02-21,5.7
2020-02-22,5.59583333333333
2020-02-23,2.8625
2020-02-24,2.6875
2020-02-25,2.6375
2020-02-26,4.03333333333333
2020-02-27,5.34583333333333
2020-02-28,5.6
2020-02-29,6.7125
2020-03-01,3.79166666666667
2020-03-02,5.325
2020-03-03,6.52916666666667
2020-03-04,9.13333333333333
2020-03-05,9.87916666666667
2020-03-06,13.3541666666667
2020-03-07,13.9208333333333
2020-03-08,5.08333333333333
2020-03-09,4.8125
2020-03-10,1.70416666666667
2020-03-11,3.71666666666667
2020-03-12,4.49583333333333
2020-03-13,6.3375
2020-03-14,5.0625
2020-03-15,4.42083333333333
2020-03-16,8.18333333333333
2020-03-17,6.20416666666667
2020-03-18,7.60416666666667
2020-03-19,9.925
2020-03-20,4.42916666666667
2020-03-21,6.79583333333333
2020-03-22,9.52083333333333
2020-03-23,13.1791666666667
2020-03-24,12.7041666666667
2020-03-25,21.8375
2020-03-26,27.1458333333333
2020-03-27,27.5875
2020-03-28,12.7625
2020-03-29,4.6625
2020-03-30,4.96666666666667
2020-03-31,6.92916666666667
2020-04-01,9.1125
2020-04-02,5.30833333333333
2020-04-03,8.5625
2020-04-04,12.2708333333333
2020-04-05,10.2708333333333
2020-04-06,7.17916666666667
2020-04-07,14.7875
2020-04-08,37.1166666666667
2020-04-09,42.125
2020-04-10,29.8625
2020-04-11,23.8958333333333
2020-04-12,21.1913043478261
2020-04-13,7.02916666666667
2020-04-14,7.2875
2020-04-15,18.8666666666667
2020-04-16,37.1541666666667
2020-04-17,9.52916666666667
2020-04-18,13.85
2020-04-19,10.5958333333333
2020-04-20,9.8
2020-04-21,10.4833333333333
2020-04-22,14.2958333333333
2020-04-23,20.7958333333333
2020-04-24,19.6625
2020-04-25,12.0833333333333
2020-04-26,12.7875
2020-04-27,18.025
2020-04-28,6.2125
2020-04-29,7.10833333333333
2020-04-30,4.56666666666667
2020-05-01,4.51304347826087
2020-05-02,5.4375
2020-05-03,8.45416666666667
2020-05-04,10.6
2020-05-05,5.6
2020-05-06,11.2782608695652
2020-05-07,16.4416666666667
2020-05-08,18.4782608695652
2020-05-09,28.6666666666667
2020-05-10,13.75
2020-05-11,3.425
2020-05-12,6.9125
2020-05-13,4.84166666666667
2020-05-14,5.225
2020-05-15,8.97083333333333
2020-05-16,7.8875
2020-05-17,8.45416666666667
2020-05-18,6.92380952380952
2020-05-19,6.97916666666667
2020-05-20,8.8625
2020-05-21,10.2695652173913
2020-05-22,10
2020-05-23,6.45
2020-05-24,8.97083333333333
2020-05-25,10.204347826087
2020-05-26,9.775
2020-05-27,10.9125
2020-05-28,8.20869565217391
2020-05-29,7.84090909090909
2020-05-30,11.0608695652174
2020-05-31,8.96521739130435
